,centroid-0,centroid-1,bbox-0,bbox-1,bbox-2,bbox-3,orientation,axis_major_length,axis_minor_length,area,area_filled,real_area,kmeans_label,circle_class,pixel_count,composite_image_path,species,vial,subset,composite_image_number,segmented_image_name
10,2498.832522,2063.623702,2262,1825,2737,2303,-1.344918841,379.7943659,376.6999464,109089,110826,3.141592654,0,circle,112486,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_2\IMG_0063.JPG,Coccotypes_dactyliperda,16296.0,2,63,Coccotypes_dactyliperda_16296_2_0063_17
11,2176.379894,1618.844591,1938,1381,2414,1857,-1.085353061,379.384558,377.7298822,105927,109486,3.141592654,0,circle,111144,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_2\IMG_0064.JPG,Coccotypes_dactyliperda,16296.0,2,64,Coccotypes_dactyliperda_16296_2_0064_10
12,2248.63598,1622.706482,2011,1385,2485,1860,-1.514063277,378.4342745,377.4804873,106365,109494,3.141592654,0,circle,110136,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_2\IMG_0065.JPG,Coccotypes_dactyliperda,16296.0,2,65,Coccotypes_dactyliperda_16296_2_0065_12
13,2699.79264,1759.109746,2463,1521,2936,1998,-1.54780747,379.1790263,374.944173,107658,109789,3.141592654,1,circle,111191,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_2\IMG_0066.JPG,Coccotypes_dactyliperda,16296.0,2,66,Coccotypes_dactyliperda_16296_2_0066_13
14,3409.675478,1696.735523,3173,1459,3648,1936,-1.267464509,383.1897245,378.7838392,107136,110802,3.141592654,1,circle,111779,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_2\IMG_0067.JPG,Coccotypes_dactyliperda,16296.0,2,67,Coccotypes_dactyliperda_16296_2_0067_16
15,2870.359086,2254.652384,2633,2017,3107,2494,1.464829222,380.6892696,378.2073209,107406,110447,3.141592654,1,circle,111306,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_2\IMG_0068.JPG,Coccotypes_dactyliperda,16296.0,2,68,Coccotypes_dactyliperda_16296_2_0068_11
16,2918.842303,2213.691041,2681,1975,3156,2452,-1.333199975,381.9566126,378.0664347,107998,110898,3.141592654,0,circle,111491,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_2\IMG_0069.JPG,Coccotypes_dactyliperda,16296.0,2,69,Coccotypes_dactyliperda_16296_2_0069_14
17,1736.215615,1884.428516,1496,1647,1971,2122,1.456947246,384.069901,380.1114777,103513,109889,3.141592654,1,circle,110213,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_2\IMG_0070.JPG,Coccotypes_dactyliperda,16296.0,2,70,Coccotypes_dactyliperda_16296_2_0070_7
18,1645.739451,1779.241208,1406,1540,1879,2018,1.51985481,387.8696376,380.3283136,103873,110862,3.141592654,1,circle,112313,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_2\IMG_0071.JPG,Coccotypes_dactyliperda,16296.0,2,71,Coccotypes_dactyliperda_16296_2_0071_10
19,2118.303543,1511.975308,1879,1275,2357,1750,-1.407771337,383.7725442,379.845213,104084,109881,3.141592654,1,circle,112348,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_2\IMG_0072.JPG,Coccotypes_dactyliperda,16296.0,2,72,Coccotypes_dactyliperda_16296_2_0072_12
20,2683.221269,2269.062378,2447,2031,2921,2509,1.4325112,379.8142466,376.6010676,108917,110786,3.141592654,1,circle,112555,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0073.JPG,Coccotypes_dactyliperda,16296.0,3,73,Coccotypes_dactyliperda_16296_3_0073_16
21,235.4440511,1607.12791,38,1289,500,1886,1.099586936,583.674479,205.5801,78813,78917,457.6658292,1,non_circle,79104,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_0
22,636.9236638,2105.447287,332,1934,956,2340,-0.181047921,578.3156541,210.5742576,82569,82588,480.0793282,1,non_circle,82978,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_1
23,638.2148104,1357.095246,415,1091,821,1637,1.264929299,488.0484879,222.9013228,74596,75145,433.3430751,1,non_circle,74900,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_2
24,953.689717,295.9848732,765,0,1176,598,1.18243096,575.3704073,184.8741603,75892,76018,439.0824119,1,non_circle,75892,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_3
25,1555.914986,817.3782115,1328,519,1752,1075,-1.301713481,463.322839,303.455869,99254,99380,575.8718688,1,non_circle,99535,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_4
26,1899.282581,3120.264047,1573,2937,2211,3342,0.214944011,584.2013087,207.2453406,86814,86817,502.388686,1,non_circle,86834,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_5
27,1862.137432,1045.365357,1659,804,2101,1321,-0.972534077,498.7875349,194.7524665,70813,71028,410.7386506,1,non_circle,70993,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_6
28,2166.925384,1668.162177,1874,1466,2491,1896,-0.428046128,606.4328395,200.0455046,83668,83669,484.0714073,1,non_circle,83668,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_7
29,2204.99375,2770.706029,1949,2512,2424,3063,0.946049216,549.6144311,210.0470536,80161,80193,464.7416447,1,non_circle,80327,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_8
30,2314.032332,2042.599213,2025,1793,2629,2227,0.299595659,572.0299026,204.0020504,78528,78589,454.4027385,1,non_circle,78540,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_9
31,2589.665171,990.2768755,2383,830,2790,1172,0.227955715,295.234194,234.0812982,50799,51035,3.141592654,1,circle,543,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_10
32,2797.882905,1999.556306,2583,1687,2986,2299,1.512049962,537.6910308,214.6969597,85230,85239,493.3110453,1,non_circle,85265,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_11
33,2958.080917,496.6511002,2643,308,3252,696,0.344300141,566.6399502,207.1863159,85890,86265,498.0668265,1,non_circle,86087,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_12
34,3093.280351,1514.628468,2856,1276,3334,1756,-1.409805558,380.5856597,376.9949934,109420,111151,633.0685262,1,non_circle,109421,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_13
35,3220.86776,2018.343116,2986,1765,3499,2306,-0.85961397,568.5579388,205.2278566,78985,79052,457.0814814,1,non_circle,79003,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_14
36,3312.53497,3196.931145,3072,2946,3568,3467,-0.828533187,547.3555793,219.633111,82057,82065,474.820198,1,non_circle,82069,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_15
37,3629.321644,882.5018664,3383,658,3912,1144,-0.715880193,538.6534592,210.2670527,77421,77433,448.2815506,1,non_circle,77482,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_16
38,3608.443629,296.9332965,3457,132,3756,464,0.973542538,233.6651524,170.1348523,30778,30942,178.0756543,1,non_circle,30779,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_17
39,3754.693573,1468.335793,3531,1227,3974,1723,0.932833991,481.6619299,201.1796212,72226,72418,417.9243929,1,non_circle,72235,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_18
40,3823.767537,519.992076,3640,315,3997,737,1.088228241,317.4669756,211.1801186,51363,51368,297.2883921,1,non_circle,51384,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_19
41,3994.821604,1796.643389,3749,1557,4235,2046,-0.803879062,511.1909723,203.781004,77586,77759,449.0452527,1,non_circle,77614,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_20
42,3951.889522,2340.857586,3790,2043,4175,2625,1.429667241,535.7224198,238.5367991,80034,80034,463.5324498,1,non_circle,80118,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_21
43,4273.208818,718.3623539,3995,528,4556,939,0.407074563,528.7891328,185.7907507,70674,70675,410.333657,1,non_circle,70923,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_22
44,4468.59952,2552.277928,4192,2375,4740,2778,0.332783981,485.4697649,211.8425217,75005,75043,434.1009915,1,non_circle,75031,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_23
45,4489.871405,1181.685392,4306,896,4700,1491,-1.288903975,556.1167089,209.9856482,79591,80277,462.2306848,1,non_circle,79893,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_24
46,4722.372214,1751.869626,4549,1459,4904,2066,1.563561167,536.3907086,208.7575637,83452,83488,484.534257,1,non_circle,83748,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_25
47,4942.414297,2246.252791,4633,2054,5231,2459,0.36594735,554.3473215,209.1253632,87080,87138,504.6566497,1,non_circle,87226,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_26
48,4994.224658,1422.656746,4835,1150,5181,1702,-1.475699293,489.0102218,214.4034494,74522,75649,431.1850381,1,non_circle,74527,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0074.JPG,Coccotypes_dactyliperda,16296.0,3,74,Coccotypes_dactyliperda_16296_3_0074_27
49,654.3993355,1902.378326,452,1722,820,2108,-1.444699193,284.15827,242.2918794,40933,41341,3.141592654,1,circle,69082,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0075.JPG,Coccotypes_dactyliperda,16296.0,3,75,Coccotypes_dactyliperda_16296_3_0075_0
50,3340.57894,1787.093288,3106,1549,3578,2023,-1.442153776,373.7760957,370.9818955,106638,107815,3.141592654,0,circle,109992,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0076.JPG,Coccotypes_dactyliperda,16296.0,3,76,Coccotypes_dactyliperda_16296_3_0076_18
51,3217.648491,2415.024974,2983,2179,3455,2652,-1.115783351,372.2783887,370.7764203,106111,107316,3.141592654,0,circle,108815,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0077.JPG,Coccotypes_dactyliperda,16296.0,3,77,Coccotypes_dactyliperda_16296_3_0077_12
52,3749.587908,211.4365589,3561,4,3923,401,-0.919181299,292.0510537,226.9744425,48147,48749,3.141592654,1,circle,72747,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0078.JPG,Coccotypes_dactyliperda,16296.0,3,78,Coccotypes_dactyliperda_16296_3_0078_21
53,446.1100808,1447.1979,197,1173,691,1710,0.852135088,554.4226321,209.309934,86382,86910,10437.5791,0,non_circle,86382,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_0
54,739.019898,2192.6609,439,2002,1059,2430,-0.362027208,599.7811851,206.7014364,83928,83929,10181.17681,0,non_circle,84260,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_1
55,754.0835394,1022.771868,452,816,1037,1250,0.462934052,549.7457729,210.0480832,86941,87013,10506.57331,0,non_circle,86953,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_2
56,893.8194949,725.0631348,533,361,1310,1097,0.769113322,828.7034019,405.4603586,159785,159813,19307.14097,0,non_circle,159787,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_3
57,847.437666,1926.915598,552,1748,1166,2087,0.180052727,552.0865092,200.3152284,82451,82667,9962.594457,0,non_circle,82451,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_4
58,867.3047573,2565.866937,670,2254,1049,2862,1.503635216,535.1528798,210.5307963,83998,84437,10157.97735,0,non_circle,84068,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_5
59,981.6888949,1604.397088,700,1384,1236,1859,0.595450707,536.7439416,211.7130143,77469,77474,9362.187769,0,non_circle,77482,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_6
60,1302.558551,2420.683479,1038,2147,1582,2666,0.69055942,584.0941688,221.9032878,88171,88342,10653.9865,0,non_circle,88173,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_7
61,1465.918506,454.2890275,1106,56,1810,812,-1.053292971,852.4134095,417.8887635,166908,167331,20193.67426,0,non_circle,167124,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_8
62,1392.476867,1371.2321,1148,1121,1628,1615,0.8097134,510.2287256,202.6246901,77053,77054,9312.647269,0,non_circle,77072,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_9
63,1524.951735,1996.649612,1358,1676,1687,2298,-1.472215202,562.0895832,199.2905534,82400,82473,9956.552933,0,non_circle,82401,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_10
64,1805.714698,840.0569237,1639,528,1988,1137,-1.452964529,540.8313265,209.7202317,84868,84964,10258.14583,0,non_circle,84897,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_11
65,1905.798945,2353.249508,1735,2146,2088,2556,-1.41849667,282.2669438,218.2163432,45694,45950,3.141592654,0,circle,26,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_12
66,2089.191169,2771.003099,1832,2582,2363,2960,0.377482812,472.4437394,197.9491413,71952,72002,8693.995177,0,non_circle,71952,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_13
67,2143.638985,969.496963,1915,697,2374,1234,0.950820118,528.0971037,212.9159319,84459,84507,10213.31772,0,non_circle,84526,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_14
68,2106.776686,1570.756735,1916,1269,2349,1848,1.159431842,555.5789364,210.486939,79144,79497,9568.082918,0,non_circle,79186,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_15
69,2163.317099,233.7524237,1932,0,2383,495,-0.968889301,537.0360244,203.3947465,78909,79072,9586.569982,0,non_circle,79339,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_16
70,2442.960823,1565.184781,2281,1271,2650,1849,1.369393154,530.2793673,185.1843183,69071,69075,8374.881862,0,non_circle,69311,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_17
71,2594.149687,769.2500598,2315,572,2874,979,0.173784155,483.6706351,246.3556332,87743,87962,10612.17915,0,non_circle,87827,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_18
72,2542.414001,336.0227454,2377,18,2765,634,1.397550222,567.441387,200.3575796,79181,79197,9569.895375,0,non_circle,79201,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_19
73,2792.476513,2997.638303,2564,2687,2959,3293,-1.399975294,547.2148151,208.2446775,80172,80174,9693.021641,0,non_circle,80220,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_20
74,2810.35367,1970.602426,2570,1673,3026,2259,1.084537244,561.8902791,212.3142064,88215,88227,10659.06138,0,non_circle,88215,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_21
75,2984.064306,2512.252626,2749,2275,3223,2749,-1.005371587,373.9814376,372.4699137,107004,108240,12937.19938,0,non_circle,107069,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_22
76,3171.199732,1893.517197,2909,1626,3430,2151,0.801785382,565.0993009,207.0675664,87342,87705,10556.71796,0,non_circle,87368,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_23
77,3302.472426,838.4835864,3040,623,3550,1040,-0.53247813,486.481754,193.3674901,68815,68818,8314.949941,0,non_circle,68815,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_24
78,3698.925726,2457.520364,3371,2231,4019,2619,-0.11151362,595.6518935,202.8545454,84781,84783,10259.11247,0,non_circle,84905,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_25
79,3652.615126,1381.099459,3475,1077,3853,1685,1.2873285,561.0767152,197.5899417,80777,80782,9761.411697,0,non_circle,80786,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_26
80,3653.515866,2977.86785,3505,2809,3837,3150,1.120487475,265.1418889,192.2102964,33530,33531,4052.050371,0,non_circle,33535,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_27
81,3771.62119,2084.779933,3507,1820,4029,2354,-0.816201481,563.6825629,215.180392,92458,92712,11189.74888,0,non_circle,92607,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_28
82,3694.081058,2722.228314,3540,2529,3862,2924,-1.203823044,315.3051039,183.5728977,44684,44718,5411.030854,0,non_circle,44782,F:\Beetle_classification_deep_data\Coccotypes_dactyliperda\Vial_16296\Subset_3\IMG_0079.JPG,Coccotypes_dactyliperda,16296.0,3,79,Coccotypes_dactyliperda_16296_3_0079_29
